housing_id,housing_median_age,total_rooms,total_bedrooms,population,median_house_value,households
852,5,2077,383,1488,214700,389
853,12,1165,333,855,213200,319
854,6,4371,889,2530,256000,817
855,8,838,295,240,237500,149
856,9,3052,760,2097,178100,728
857,7,4313,717,2629,231800,721
858,3,385,94,295,147900,92
859,4,3046,678,2056,191700,628
860,11,4342,783,2172,247600,789
861,1,3575,597,1777,283500,559
862,41,4126,1031,2079,216900,975
863,21,2878,478,1276,282500,485
864,52,4405,717,2071,295600,688
865,42,16199,2993,8117,281800,2847
866,50,14917,2708,8012,269800,2606
867,40,5719,1064,3436,231200,1057
868,49,8647,1407,5019,318300,1379
869,48,8112,1376,4576,253400,1348
870,51,10648,1818,6075,278200,1797
871,43,1150,311,648,300000,245
872,2,14014,2861,7205,273500,2753
873,46,4332,857,2461,223400,829
874,26,1716,312,914,214500,316
875,20,4981,964,2841,220200,924
876,17,8444,1492,4446,240300,1491
877,36,3028,778,1531,158000,736
878,19,2068,532,1434,224200,495
879,23,1325,274,909,177200,267
880,38,2563,485,1174,216100,501
881,35,5505,1005,2641,269700,971
882,10,6462,1294,3288,231200,1235
883,16,3746,993,1606,162500,838
884,27,8918,1823,4518,254000,1772
885,39,1949,344,986,196200,322
886,31,4924,1247,3080,189400,1182
887,29,5133,1375,3386,220800,1339
888,22,6647,2098,4649,213800,1903
889,37,5674,748,2412,442900,714
890,28,10687,1540,4552,333400,1520
891,34,1354,192,596,352400,220
892,32,3715,526,1631,305300,538
893,47,2095,342,941,259600,304
894,44,3517,645,1724,248900,585
895,30,2537,382,1067,356000,410
896,18,5106,1207,2738,236000,1108
897,45,2215,475,1278,218800,492
898,33,2949,529,1538,228000,545
899,24,2375,652,1252,235900,586
900,15,2312,496,1344,203200,467
901,14,2277,420,1353,197000,413
902,13,2506,387,1273,236400,406
903,25,2829,566,1610,223200,540
904,5,3179,703,2142,222700,639
905,12,2332,371,1285,225000,404
906,6,3584,715,1673,240100,661
907,8,3046,507,1772,227900,516
908,9,2414,415,1106,268600,453
909,7,4133,744,2023,275100,749
910,3,2791,495,1276,256300,468
911,4,6103,1249,3026,332400,1134
912,11,2572,406,1128,287600,395
913,1,1910,371,852,298900,357
914,41,1890,303,889,287600,314
915,21,5405,939,2831,222200,923
916,52,3761,623,1776,232600,613
917,42,3333,511,1671,258300,504
918,50,4925,948,2530,230900,894
919,40,3994,764,2721,196900,763
920,49,5811,1125,3215,223500,1086
921,48,4211,741,2352,223900,734
922,51,5532,973,2855,243500,960
923,43,28258,3864,12203,451100,3701
924,2,4909,577,1981,500001,591
925,46,7441,1588,3571,193100,1466
926,26,4314,676,1972,264400,623
927,62,2016,322,1105,246900,357
928,41,5377,744,2759,337300,760
929,21,9167,1373,4319,284800,1404
930,52,3087,532,1597,217300,483
931,42,3170,532,1446,291700,515
932,50,2145,369,1285,223800,377
933,40,4209,731,2568,223100,703
934,49,4247,835,2357,211300,823
935,48,4458,922,2998,218500,890
936,51,407,97,307,156300,100
937,43,6483,1068,3526,248200,1060
938,2,1867,343,1213,186000,338
939,46,2918,672,1911,178200,639
940,26,2316,478,1524,190400,467
941,20,1240,264,719,210300,236
942,17,4458,856,3038,208000,870
943,36,1746,437,1268,183300,404
944,19,4572,712,2346,245700,709
945,23,4280,673,2216,242200,681
946,38,6352,1390,3223,181700,1316
947,35,7477,1576,2937,299400,1506
948,10,4638,716,2302,219500,687
949,16,4377,668,2038,231800,671
950,27,3816,637,1935,221300,642
951,39,2806,459,1453,213800,444
952,31,4822,845,2288,206000,805
953,29,6473,1027,2484,271100,970
954,22,8072,1050,3386,336500,1062
955,37,1280,209,512,315600,208
956,28,3166,424,1081,500001,400
957,34,3742,555,1590,285400,559
958,32,7397,1137,3126,323000,1115
959,47,1655,223,706,291900,219
960,44,2456,582,793,225600,456
961,30,2179,308,926,259600,299
962,18,1804,254,831,262900,260
963,45,3631,547,1700,257300,520
964,33,2876,423,1395,259200,427
965,24,7490,1207,3329,339700,1136
966,15,2234,270,854,337200,286
967,14,1898,239,734,334100,245
968,13,4070,624,1543,311500,577
969,25,2244,301,937,296900,324
970,5,2948,471,1181,247900,474
971,12,2034,288,852,300400,295
972,6,2130,273,876,332400,285
973,8,9540,1294,3926,389800,1229
974,9,2702,680,1360,233000,642
975,7,522,116,161,238500,102
976,3,775,134,315,233300,123
977,4,1565,464,769,231300,461
978,11,1309,184,514,475800,172
979,1,5519,833,2444,393200,825
980,41,4337,800,1813,247200,743
981,21,1812,294,853,229400,278
982,52,4719,741,1895,282500,742
983,42,4236,701,1833,300600,663
984,50,3634,664,1699,293200,640
985,40,1569,242,583,278500,214
986,49,13182,2074,4847,352900,1950
987,48,228,40,83,400000,42
988,51,127,23,51,375000,21
989,43,9621,1344,4389,313700,1391
990,2,6159,1510,2649,139300,1241
991,46,4290,554,1952,327500,576
992,26,1786,306,771,430600,279
993,20,404,74,144,125000,58
994,17,1671,352,729,450000,252
995,36,5608,1049,2595,200200,1067
996,19,12070,2220,5826,192400,2125
997,23,494,81,254,418800,85
998,38,5533,943,2474,216800,910
999,35,3956,639,2222,215500,662
1000,10,1906,351,802,227700,319
1001,16,3433,711,1919,184400,709
1002,27,1687,372,950,158400,372
1003,39,2358,498,1157,174600,461
1004,31,2853,588,1761,168400,572
1005,29,6296,1082,3200,188400,1047
1006,22,3980,736,1705,256700,679
1007,37,2647,536,1422,183800,522
1008,28,1755,299,702,183400,263
1009,34,1864,357,1189,177500,349
1010,32,1078,207,555,186900,197
1011,47,20354,3493,8768,238900,3293
1012,44,3112,872,1392,172500,680
1013,30,495,112,277,179200,109
1014,18,2157,418,929,204400,419
1015,45,1501,299,629,209400,288
1016,33,8068,1217,3489,264200,1259
1017,24,3023,518,1225,350000,468
1018,15,2211,344,1024,199800,321
1019,14,2163,339,947,211000,346
1020,13,1773,278,804,201100,269
1021,25,1947,418,900,193000,354
1022,5,14701,2210,6693,245000,2232
1023,12,1364,282,338,117600,152
1024,6,2061,465,573,97900,196
1025,8,3045,543,202,140600,102
1026,9,3545,702,946,120900,411
1027,7,2944,558,1091,119000,466
1028,3,1443,249,435,129200,181
1029,4,2277,474,767,99100,356
1030,11,1564,357,618,108900,277
1031,1,4403,891,1103,111700,433
1032,41,1133,254,495,68900,187
1033,21,1001,195,369,96400,157
1034,52,1783,337,638,116700,262
1035,42,1521,309,607,123800,240
1036,50,1374,297,657,97900,288
1037,40,1391,246,546,129800,214
1038,49,1473,265,597,121300,228
1039,48,1248,234,529,107200,216
1040,51,1748,322,4930,121900,287
1041,43,3998,765,1614,113400,698
1042,2,3471,653,1793,99100,600
1043,46,2791,492,1187,103000,438
1044,26,2084,449,834,114200,305
1045,20,5654,1085,2237,144100,953
1046,17,4221,816,1737,128600,743
1047,36,1787,347,806,157200,306
1048,19,2144,420,985,118500,381
1049,23,1538,305,730,116700,267
1050,38,3750,691,1444,134800,603
1051,35,3267,614,1252,109900,566
1052,10,1257,231,559,144300,213
1053,16,1341,256,533,123600,242
1054,27,9831,1921,4644,112600,1775
1055,39,6010,1116,2710,107300,1149
1056,31,7653,1578,3628,117800,1494
1057,29,5273,1177,2446,89900,1199
1058,22,2351,620,1215,102300,548
1059,37,7254,1785,4030,87300,1667
1060,28,10265,1860,4591,142600,1906
1061,34,14631,3298,7517,153100,3262
1062,32,1707,296,822,126600,297
1063,47,1651,309,856,118300,293
1064,44,1737,290,747,147000,265
1065,30,568,127,267,78100,129
1066,18,1139,265,623,85800,264
1067,45,2901,689,1426,84500,632
1068,33,444,80,1107,137500,98
1069,24,3425,827,2469,88900,758
1070,15,3494,843,1571,120200,784
1071,14,4362,1053,2053,74500,1000
1072,13,2976,599,1181,85100,560
1073,25,3263,604,1290,130300,594
1074,5,2551,378,1011,125200,374
1075,12,7744,1375,3316,111400,1365
1076,6,2236,372,974,97000,379
1077,8,7212,1355,3264,122600,1264
1078,9,5690,1189,2887,116300,1077
1079,7,140,28,84,179200,29
1080,3,2923,659,1371,85800,626
1081,4,677,152,379,94800,154
1082,11,502,100,311,200000,100
1083,1,857,232,520,112500,198
1084,41,1457,389,802,69000,342
1085,21,957,263,513,55000,223
1086,52,1741,401,753,77900,377
1087,42,7272,1559,5022,98800,1524
1088,50,1890,420,974,78700,383
1089,40,5051,1054,2948,81300,980
1090,49,2242,517,1160,60300,449
1091,48,2978,694,1879,66300,679
1092,51,1222,250,708,116700,281
1093,43,5103,825,2456,159700,810
1094,2,2741,451,1217,139200,437
1095,46,1453,299,904,89600,286
1096,26,549,105,275,153100,94
1097,41,2202,422,1109,87500,403
1098,21,3759,11,1705,158600,600
1099,52,1535,279,726,95100,272
1100,42,1465,278,745,93800,250
1101,50,2867,559,1203,95300,449
1102,40,3996,748,1786,141300,728
1103,49,858,262,47,67500,27
1104,48,1468,285,611,73000,235
1105,51,1527,269,665,119600,261
1106,43,4591,904,1904,93200,812
1107,2,1742,307,721,117900,312
1108,46,3835,727,1456,97200,658
1109,26,1958,369,875,97600,354
1110,20,3744,699,1532,95300,660
1111,17,3974,727,1610,107700,634
1112,36,2672,533,1151,102900,532
1113,19,743,171,395,88300,168
1114,23,2754,570,1063,86500,543
1115,38,945,205,385,58000,207
1116,35,1503,343,699,84000,296
1117,10,1612,313,837,89500,303
1118,16,1677,327,770,93400,309
1119,27,790,137,365,115200,152
1120,39,2221,459,952,105700,440
1121,31,1535,276,664,97300,273
1122,29,2636,523,1184,108600,465
1123,22,1384,257,557,104900,232
1124,37,2487,485,1110,110200,453
1125,28,1676,332,733,103800,318
1126,34,908,206,481,80800,211
1127,32,2263,497,1138,87300,455
1128,47,2447,556,1157,85500,556
1129,44,2431,512,1026,85000,427
1130,30,1759,366,788,93500,359
1131,18,1599,318,794,96700,303
1132,45,2598,482,1151,109700,490
1133,33,2063,559,934,85800,529
1134,24,1173,261,523,92800,258
1135,15,1296,296,569,70500,257
1136,14,1808,334,763,121800,335
1137,13,2748,556,1174,102600,514
1138,25,3502,655,1763,101200,613
1139,5,2836,522,1163,168300,512
1140,12,1619,292,705,126100,285
1141,6,1646,330,750,83800,344
1142,8,2888,591,984,92600,499
1143,9,1677,345,844,111200,330
1144,7,1896,408,893,87500,334
1145,3,1583,331,730,87500,306
1146,4,2828,610,986,94700,391
1147,11,632,148,221,62500,102
1148,1,1483,284,481,83300,211
1149,41,2490,527,1229,85700,497
1150,21,818,197,358,79500,197
1151,52,1957,429,945,53600,397
1152,42,1733,421,1861,65200,415
1153,50,886,204,576,84100,205
1154,40,5549,1000,1822,142300,919
1155,49,848,153,436,93800,155
1156,48,1652,325,790,90800,292
1157,51,1554,242,553,91800,230
1158,43,3720,636,1304,97500,607
1159,2,1806,293,683,91200,295
1160,46,1030,161,448,73800,159
1161,26,1028,185,471,86400,186
1162,20,3585,757,1887,62100,765
1163,17,3085,610,1688,72200,575
1164,36,1551,353,684,57600,310
1165,19,827,198,396,58300,161
1166,23,1050,288,485,51700,260
1167,38,1064,245,603,57900,190
1168,35,1885,385,871,53100,347
1169,10,2023,469,1073,56100,436
1170,16,2409,490,1384,58000,479
1171,27,1865,372,1087,56700,385
1172,39,1947,383,925,57600,337
1173,31,2105,416,974,63300,385
1174,29,1610,324,909,59800,323
1175,22,1387,325,640,65200,289
1176,37,202,54,145,42500,40
1177,28,3215,827,2041,45100,737
1178,34,1438,310,779,39400,275
1179,32,1537,329,617,50300,274
1180,47,2896,596,1809,53800,617
1181,44,1724,315,939,53900,302
1182,30,461,107,284,41800,90
1183,18,2505,468,1174,88900,429
1184,45,1462,241,569,82600,231
1185,33,1217,238,677,63600,233
1186,24,2628,494,1364,59400,468
1187,15,2278,523,1185,60600,475
1188,14,1340,255,662,57100,239
1189,13,1434,283,811,49000,289
1190,25,2119,389,1079,80400,374
1191,5,3659,735,1970,96200,667
1192,12,189,34,121,60000,37
1193,6,720,150,359,61300,138
1194,8,2515,482,1284,73800,462
1195,9,2599,502,1241,86300,502
1196,7,1003,251,1098,86400,227
1197,3,1217,224,537,84600,187
1198,4,812,154,374,73500,142
1199,11,2220,471,1170,56200,428
1200,1,1852,373,911,57000,365
1201,41,1210,243,523,63900,242
1202,21,2330,495,1505,56000,470
1203,52,842,186,635,63000,165
1204,42,2596,435,1100,85500,409
1205,50,1019,192,501,81300,185
1206,40,1432,284,862,57600,275
1207,49,1814,342,941,59400,323
1208,48,1687,327,864,81900,334
1209,51,1105,180,408,82100,166
1210,43,4221,781,1516,116000,697
1211,2,1566,325,785,116100,291
1212,46,2745,559,1150,94900,491
1213,26,1199,224,463,92200,199
1214,20,736,148,339,79900,140
1215,17,7450,1475,2233,133000,930
1216,36,3758,715,1777,122600,615
1217,19,1003,235,538,90400,190
1218,23,3120,641,1319,93200,526
1219,38,2029,387,1000,125900,364
1220,35,3585,680,1800,133100,598
1221,10,7188,1288,3175,130600,1115
1222,16,3095,681,1341,104000,546
1223,27,2685,543,1061,101600,492
1224,39,2967,611,1387,92600,564
1225,31,4110,847,1796,122300,706
1226,29,763,161,311,112500,125
1227,22,1326,307,563,86600,237
1228,37,1435,294,668,77400,267
1229,28,2912,663,999,91900,411
1230,34,1463,338,529,100900,226
1231,32,1411,312,592,94700,230
1232,47,1504,358,661,84800,250
1233,44,4300,845,1480,139900,609
1234,30,3757,722,546,121400,223
1235,18,2962,546,252,155800,103
1236,45,5497,1056,997,111500,408
1237,33,4401,829,924,123500,383
1238,24,4495,856,1149,113700,459
1239,15,3486,695,298,103800,124
1240,14,3297,662,267,108300,97
1241,13,1568,369,82,77500,33
1242,25,1096,218,657,65800,199
1243,5,1548,323,815,67500,286
1244,12,3832,774,2435,59200,747
1245,6,6440,1204,3266,72000,1142
1246,8,1446,295,670,92800,281
1247,9,224,38,120,112500,45
1248,7,266,62,154,75000,49
1249,3,1064,174,434,108000,147
1250,4,4169,895,2587,65500,810
1251,11,1064,230,494,61500,175
1252,1,2791,552,1395,62700,476
1253,41,1629,386,551,68800,214
1254,21,1592,372,781,69100,307
1255,52,1989,392,985,75800,396
1256,42,1214,250,660,75000,249
1257,50,701,130,271,112500,89
1258,40,3144,694,1095,192400,482
1259,49,2549,596,1169,209400,500
1260,48,2019,411,888,183800,326
1261,51,9217,1522,3578,189100,1272
1262,43,7957,1314,4460,156500,1293
1263,2,7105,1143,3523,168800,1088
1264,46,3388,599,1707,162800,575
1265,26,3079,519,1562,172900,512
1266,20,3861,718,2085,129700,707
1267,17,1046,195,527,213500,164
1268,36,1014,225,704,119400,238
1269,19,1710,320,861,131100,300
1270,23,1850,441,1348,125400,403
1271,38,2396,452,1391,151400,465
1272,35,2055,358,1064,263100,350
1273,10,1962,291,825,187100,267
1274,16,2005,405,972,156700,403
1275,27,4980,774,2399,186300,763
1276,39,3258,612,1779,152500,558
1277,31,2479,394,1075,241400,350
1278,29,14684,2252,4276,340900,1722
1279,22,1428,287,989,154400,287
1280,37,1999,415,967,253900,320
1281,28,2273,495,1088,109400,447
1282,34,1942,430,1074,105100,393
1283,32,1124,245,528,128500,226
1284,47,176,43,101,93800,40
1285,44,1017,253,798,99100,266
1286,30,1120,281,625,96400,239
1287,18,3018,606,1614,127000,568
1288,45,66,22,37,87500,21
1289,33,2688,469,1216,133900,422
1290,24,4032,814,1749,146800,618
1291,15,3090,593,1588,124700,566
1292,14,3184,581,1399,110200,548
1293,13,3058,567,1351,130800,523
1294,25,2371,375,1094,174500,396
1295,5,2983,534,1417,168100,510
1296,12,2807,445,1315,170400,437
1297,6,2331,359,1086,150800,340
1298,8,3995,605,1969,165200,607
1299,9,1265,254,587,93500,247
1300,7,2070,452,985,113400,420
1301,3,2724,579,1400,97300,540
1302,4,3268,567,1714,131000,565
1303,11,3364,570,1806,133400,566
1304,1,2269,584,1239,100000,542
1305,17,6365,1646,3838,103600,1458
1306,41,1710,288,799,145300,259
1307,21,1150,174,572,152400,174
1308,52,1970,296,935,145900,279
1309,42,2741,449,1507,142500,460
1310,50,2572,738,1384,75800,684
1311,40,4545,952,2188,126100,901
1312,49,2380,385,1292,142600,388
1313,48,2919,462,1456,164700,453
1314,51,1141,234,562,108500,213
1315,43,4156,609,1878,178600,586
1316,2,3646,534,1651,164700,535
1317,46,2738,475,1316,122500,459
1318,26,3077,465,1575,179500,446
1319,20,5623,780,2429,205100,716
1320,17,2769,619,1045,158600,469
1321,36,1489,331,838,90200,259
1322,19,242,59,188,67500,54
1323,23,2264,439,1403,99400,476
1324,38,1225,250,725,101400,231
1325,35,2982,689,1831,87700,608
1326,10,2112,466,1249,87000,382
1327,16,2707,550,1827,94600,545
1328,27,1560,369,1037,181800,372
1329,39,3644,746,2229,117800,678
1330,31,2605,440,1352,140300,408
1331,29,5329,1284,2827,150000,1202
1332,22,4114,743,1994,134400,722
1333,37,721,117,367,151900,129
1334,28,4075,927,2239,165200,849
1335,34,3216,464,1504,161700,453
1336,32,2171,597,928,170500,461
1337,47,3787,515,1606,174200,507
1338,44,2713,442,1475,144100,415
1339,30,2203,312,1051,163900,311
1340,18,3639,751,2362,103900,641
1341,45,1497,360,943,122200,341
1342,33,2604,454,1696,136000,481
1343,24,2750,479,1526,156500,484
1344,15,1000,188,663,99200,212
1345,14,3779,766,2356,110600,722
1346,13,1930,363,990,162200,322
1347,25,2677,368,1288,177500,375
1348,5,1632,248,879,166000,262
1349,12,2294,389,1142,160800,365
1350,6,1524,286,940,154800,308
1351,8,5526,12,3207,143100,1012
1352,9,1654,478,1141,87100,420
1353,7,2691,542,1409,95300,505
1354,3,3360,833,2041,100700,810
1355,4,5765,1170,3266,113900,1131
1356,11,2176,464,1410,100200,434
1357,1,1840,355,1288,125000,338
1358,41,2966,558,1687,129800,527
1359,21,2505,554,1595,83500,498
1360,52,3685,685,1939,139800,649
1361,42,2810,518,1640,98500,503
1362,50,1465,247,817,156900,237
1363,40,2341,408,1235,165900,431
1364,49,1625,432,825,133900,385
1365,48,118,34,54,225000,30
1366,51,2378,508,940,166000,451
1367,43,2123,494,859,144800,474
1368,2,1760,341,741,178300,316
1369,46,1262,309,608,139300,298
1370,26,2821,652,1206,150800,640
1371,20,1800,290,761,196100,277
1372,17,1313,306,575,116100,231
1373,36,1345,272,718,129400,283
1374,19,6992,1404,3221,166400,1334
1375,23,1300,263,691,126500,239
1376,38,1738,355,837,135700,363
1377,35,2225,367,864,172400,381
1378,10,1742,339,1128,113700,345
1379,16,4308,824,2086,159700,776
1380,27,978,202,462,156300,184
1381,39,10191,1882,4377,204200,1789
1382,31,3424,583,1460,212600,543
1383,29,4657,739,1914,199900,732
1384,22,3073,506,1773,205400,493
1385,37,3913,710,1782,206700,676
1386,28,2864,514,1300,287700,507
1387,34,2643,439,1105,245200,467
1388,32,5303,779,2017,294100,727
1389,47,4371,679,1790,297300,660
1390,44,5381,871,2296,211000,872
1391,30,1660,277,741,225400,261
